school_id,cluster_id,block_id,district_id,state_id,latitude,longitude
1000000009,100000003,10008,110,3,15.649,75.45
1000000010,100000007,10003,100,8,15.324,75.239
1000000008,100000007,10008,108,3,15.729,75.271
1000000008,100000008,10001,108,6,15.443,75.642
1000000009,100000008,10006,100,1,16.443,76.642
1000000002,100000001,10007,107,5,17.443,77.642
1000000008,100000006,10003,107,5,18.443,78.642
1000000005,100000002,10008,109,6,19.443,79.642
1000000009,100000008,10001,103,8,20.443,80.642
1000000004,100000007,10001,103,6,21.443,81.642
1000000003,100000006,10007,107,10,22.443,82.642
1000000004,100000010,10009,101,8,23.443,83.642
1000000000,100000005,10004,104,8,24.443,84.642
1000000005,100000000,10002,107,5,25.443,85.642
1000000004,100000003,10007,107,10,26.443,86.642
1000000008,100000000,10001,110,10,27.443,87.642
1000000003,100000010,10009,108,9,28.443,88.642
1000000000,100000009,10006,100,2,29.443,89.642
1000000008,100000009,10004,101,6,30.443,90.642
1000000007,100000002,10010,109,3,31.443,91.642
1000000008,100000007,10000,102,4,32.443,92.642
1000000005,100000002,10002,108,3,33.443,93.642
1000000001,100000007,10008,104,7,34.443,94.642
1000000004,100000007,10003,108,1,35.443,95.642
1000000000,100000009,10008,102,3,36.443,96.642
1000000009,100000003,10001,106,1,37.443,97.642
1000000003,100000007,10009,100,3,38.443,98.642
1000000009,100000007,10003,108,10,39.443,99.642
1000000003,100000004,10009,103,7,40.443,100.642
1000000008,100000007,10005,102,6,41.443,101.642
1000000007,100000001,10010,105,6,42.443,102.642
1000000005,100000000,10006,100,10,43.443,103.642
1000000000,100000004,10010,110,4,44.443,104.642
1000000002,100000006,10009,108,9,45.443,105.642
1000000004,100000005,10007,104,7,46.443,106.642
1000000009,100000010,10004,101,2,47.443,107.642
1000000010,100000005,10002,103,10,48.443,108.642
1000000001,100000007,10008,102,1,49.443,109.642
1000000004,100000005,10008,104,4,50.443,110.642
1000000000,100000003,10001,109,1,51.443,111.642
1000000002,100000006,10007,102,4,52.443,112.642
1000000005,100000007,10004,101,1,53.443,113.642
1000000001,100000000,10008,102,9,54.443,114.642
1000000008,100000005,10004,108,9,55.443,115.642
1000000003,100000007,10006,110,5,56.443,116.642
1000000002,100000009,10000,110,8,57.443,117.642
1000000010,100000004,10007,108,7,58.443,118.642
1000000003,100000009,10007,104,1,59.443,119.642
1000000003,100000003,10000,107,1,60.443,120.642
1000000010,100000003,10005,105,4,61.443,121.642
1000000008,100000004,10002,105,8,62.443,122.642
1000000001,100000005,10008,108,1,63.443,123.642
1000000007,100000003,10008,103,4,64.443,124.642
1000000006,100000000,10005,110,1,65.443,125.642
1000000005,100000008,10001,102,4,66.443,126.642
1000000002,100000000,10000,108,2,67.443,127.642
1000000003,100000005,10010,103,3,68.443,128.642
1000000002,100000007,10002,100,8,69.443,129.642
1000000001,100000004,10001,110,10,70.443,130.642
1000000001,100000001,10009,101,9,71.443,131.642
1000000004,100000005,10006,110,1,72.443,132.642
1000000005,100000002,10002,104,2,73.443,133.642
1000000002,100000005,10009,105,2,74.443,134.642
1000000001,100000009,10007,109,10,75.443,135.642
1000000001,100000005,10008,108,10,76.443,136.642
1000000006,100000005,10009,108,3,77.443,137.642
1000000002,100000010,10006,110,5,78.443,138.642
1000000010,100000001,10006,100,2,79.443,139.642
1000000007,100000005,10008,104,1,80.443,140.642
1000000006,100000006,10007,104,5,81.443,141.642
1000000000,100000003,10003,109,4,82.443,142.642
1000000001,100000010,10006,105,1,83.443,143.642
1000000005,100000005,10007,106,6,84.443,144.642
1000000007,100000008,10008,109,2,85.443,145.642
1000000004,100000003,10006,104,9,86.443,146.642
1000000000,100000010,10006,107,9,87.443,147.642
1000000005,100000010,10008,108,3,88.443,148.642
1000000004,100000005,10006,107,9,89.443,149.642
1000000006,100000006,10010,109,3,90.443,150.642
1000000010,100000010,10000,110,5,91.443,151.642
1000000004,100000003,10000,107,7,92.443,152.642
1000000000,100000003,10010,108,2,93.443,153.642
1000000002,100000009,10005,101,7,94.443,154.642
1000000001,100000002,10008,108,10,95.443,155.642
1000000002,100000007,10006,110,9,96.443,156.642
1000000005,100000010,10009,105,9,97.443,157.642
1000000007,100000008,10000,104,6,98.443,158.642
1000000002,100000001,10007,108,7,99.443,159.642
1000000001,100000002,10008,104,10,100.443,160.642
1000000000,100000000,10006,108,5,101.443,161.642
1000000010,100000010,10009,106,3,102.443,162.642
1000000005,100000001,10005,101,9,103.443,163.642
1000000005,100000003,10002,101,9,104.443,164.642
1000000006,100000008,10005,102,4,105.443,165.642
1000000001,100000000,10001,107,9,106.443,166.642
1000000008,100000007,10005,108,9,107.443,167.642
1000000004,100000006,10009,104,1,108.443,168.642
1000000003,100000006,10007,104,10,109.443,169.642
1000000001,100000005,10010,103,8,110.443,170.642
1000000006,100000006,10009,101,2,111.443,171.642
1000000001,100000004,10004,101,3,112.443,172.642
1000000008,100000008,10001,109,3,113.443,173.642
1000000002,100000009,10001,107,5,114.443,174.642
1000000010,100000007,10005,100,6,115.443,175.642
1000000007,100000010,10007,110,6,116.443,176.642
1000000006,100000005,10006,100,6,117.443,177.642
1000000010,100000005,10008,102,3,118.443,178.642
1000000005,100000005,10006,110,7,119.443,179.642
1000000003,100000010,10002,103,2,120.443,180.642
1000000007,100000002,10002,108,2,121.443,181.642
1000000000,100000010,10009,101,4,122.443,182.642
1000000007,100000004,10002,103,1,123.443,183.642
1000000005,100000003,10010,100,1,124.443,184.642
1000000007,100000001,10006,103,9,125.443,185.642
1000000008,100000007,10006,108,8,126.443,186.642
1000000006,100000008,10000,100,10,127.443,187.642
1000000008,100000010,10006,102,3,128.443,188.642
1000000009,100000001,10000,103,6,129.443,189.642
1000000005,100000004,10003,102,7,130.443,190.642
1000000007,100000005,10005,110,5,131.443,191.642
1000000001,100000001,10007,103,5,132.443,192.642
1000000002,100000010,10004,105,4,133.443,193.642
1000000003,100000004,10004,109,8,134.443,194.642
1000000007,100000001,10010,106,9,135.443,195.642
1000000007,100000001,10006,100,5,136.443,196.642
1000000003,100000002,10006,107,1,137.443,197.642
1000000003,100000009,10000,109,3,138.443,198.642
1000000004,100000002,10002,100,4,139.443,199.642
1000000004,100000003,10004,106,1,140.443,200.642
1000000004,100000004,10006,102,6,141.443,201.642
1000000010,100000010,10009,110,2,142.443,202.642
1000000008,100000007,10002,100,1,143.443,203.642
1000000003,100000010,10003,108,7,144.443,204.642
1000000000,100000008,10009,105,8,145.443,205.642
1000000010,100000007,10002,102,5,146.443,206.642
1000000009,100000004,10008,101,4,147.443,207.642
1000000003,100000001,10004,109,4,148.443,208.642
1000000008,100000000,10006,103,2,149.443,209.642
1000000003,100000008,10009,101,4,150.443,210.642
1000000009,100000010,10006,100,4,151.443,211.642
1000000008,100000001,10002,106,9,152.443,212.642
1000000002,100000000,10008,106,8,153.443,213.642
1000000003,100000001,10007,102,9,154.443,214.642
1000000010,100000002,10004,102,2,155.443,215.642
1000000003,100000003,10003,109,1,156.443,216.642
1000000005,100000005,10007,108,6,157.443,217.642
1000000009,100000002,10000,102,5,158.443,218.642
1000000001,100000004,10003,108,7,159.443,219.642
1000000005,100000000,10007,103,10,160.443,220.642
1000000009,100000007,10000,109,3,161.443,221.642
1000000004,100000003,10003,103,6,162.443,222.642
1000000007,100000009,10000,101,8,163.443,223.642
1000000001,100000005,10000,103,2,164.443,224.642
1000000009,100000000,10003,104,9,165.443,225.642
1000000010,100000009,10004,109,9,166.443,226.642
1000000006,100000004,10006,106,8,167.443,227.642
1000000000,100000006,10006,104,1,168.443,228.642
1000000000,100000007,10010,101,7,169.443,229.642
1000000008,100000001,10006,105,9,170.443,230.642
1000000001,100000003,10001,109,6,171.443,231.642
1000000002,100000006,10003,105,1,172.443,232.642
1000000007,100000001,10000,101,10,173.443,233.642
1000000008,100000007,10010,106,6,174.443,234.642
1000000006,100000002,10003,110,5,175.443,235.642
1000000004,100000005,10007,100,1,176.443,236.642
1000000010,100000008,10000,106,3,177.443,237.642
1000000002,100000003,10001,103,6,178.443,238.642
1000000003,100000001,10001,101,2,179.443,239.642
1000000010,100000006,10007,107,9,180.443,240.642
1000000006,100000008,10001,105,1,181.443,241.642
1000000006,100000006,10001,107,6,182.443,242.642
1000000000,100000007,10001,107,10,183.443,243.642
1000000003,100000004,10004,105,4,184.443,244.642
1000000009,100000006,10001,100,10,185.443,245.642
1000000005,100000001,10005,106,3,186.443,246.642
1000000002,100000009,10005,102,9,187.443,247.642
1000000006,100000009,10002,109,1,188.443,248.642
1000000003,100000004,10004,106,1,189.443,249.642
1000000001,100000009,10010,109,4,190.443,250.642
1000000006,100000004,10010,104,4,191.443,251.642
1000000010,100000008,10002,110,9,192.443,252.642
1000000006,100000010,10003,108,10,193.443,253.642
1000000003,100000008,10006,103,8,194.443,254.642
1000000004,100000001,10007,105,7,195.443,255.642
1000000004,100000004,10001,102,9,196.443,256.642
1000000004,100000004,10009,109,4,197.443,257.642
1000000003,100000002,10003,110,3,198.443,258.642
1000000009,100000006,10007,106,3,199.443,259.642
1000000001,100000006,10000,103,8,200.443,260.642
1000000010,100000009,10005,108,9,201.443,261.642
1000000002,100000006,10005,103,6,202.443,262.642
1000000008,100000002,10002,108,5,203.443,263.642
1000000006,100000006,10000,105,4,204.443,264.642
1000000007,100000009,10006,101,10,205.443,265.642
1000000000,100000009,10000,102,5,206.443,266.642
1000000007,100000008,10000,108,9,207.443,267.642
1000000008,100000000,10007,103,5,208.443,268.642
1000000010,100000010,10006,105,4,209.443,269.642
1000000007,100000004,10010,106,5,210.443,270.642
1000000007,100000009,10008,110,5,211.443,271.642
1000000003,100000008,10002,107,5,212.443,272.642
1000000010,100000004,10006,107,1,213.443,273.642
1000000008,100000004,10005,105,5,214.443,274.642
1000000005,100000005,10001,104,4,215.443,275.642
1000000004,100000005,10009,106,6,216.443,276.642
1000000010,100000003,10005,102,2,217.443,277.642
1000000008,100000007,10007,107,6,218.443,278.642
1000000003,100000007,10009,108,6,219.443,279.642
1000000006,100000008,10008,102,8,220.443,280.642
1000000000,100000001,10001,105,6,221.443,281.642
1000000000,100000002,10002,106,4,222.443,282.642
1000000006,100000000,10006,101,4,223.443,283.642
1000000008,100000002,10008,101,6,224.443,284.642
1000000007,100000004,10004,108,3,225.443,285.642
1000000003,100000000,10000,104,9,226.443,286.642
1000000006,100000008,10006,106,7,227.443,287.642
1000000010,100000002,10010,103,5,228.443,288.642
1000000000,100000005,10005,101,1,229.443,289.642
1000000001,100000010,10005,104,8,230.443,290.642
1000000010,100000004,10007,107,8,231.443,291.642
1000000006,100000004,10006,100,2,232.443,292.642
1000000010,100000000,10000,109,6,233.443,293.642
1000000007,100000003,10006,101,3,234.443,294.642
1000000009,100000004,10009,109,1,235.443,295.642
1000000005,100000009,10006,102,3,236.443,296.642
1000000004,100000010,10008,101,9,237.443,297.642
1000000008,100000000,10003,105,2,238.443,298.642
1000000004,100000010,10009,102,8,239.443,299.642
1000000006,100000004,10003,100,9,240.443,300.642
1000000010,100000003,10005,109,2,241.443,301.642
1000000001,100000000,10005,107,9,242.443,302.642
1000000010,100000007,10008,105,10,243.443,303.642
1000000007,100000009,10010,109,1,244.443,304.642
1000000007,100000002,10009,106,5,245.443,305.642
1000000000,100000006,10005,108,6,246.443,306.642
1000000007,100000004,10003,105,6,247.443,307.642
1000000001,100000008,10007,105,6,248.443,308.642
1000000002,100000005,10009,104,6,249.443,309.642
1000000004,100000007,10009,110,2,250.443,310.642
1000000004,100000001,10002,107,6,251.443,311.642
1000000007,100000006,10004,110,1,252.443,312.642
1000000005,100000000,10003,110,6,253.443,313.642
1000000009,100000006,10008,104,2,254.443,314.642
1000000007,100000003,10008,107,8,255.443,315.642
1000000000,100000009,10000,108,8,256.443,316.642
1000000010,100000008,10006,108,8,257.443,317.642
1000000009,100000010,10007,103,1,258.443,318.642
1000000000,100000006,10004,106,7,259.443,319.642
1000000006,100000004,10003,103,4,260.443,320.642
1000000001,100000005,10009,101,3,261.443,321.642
1000000002,100000010,10000,109,2,262.443,322.642
1000000010,100000005,10007,106,9,263.443,323.642
1000000005,100000007,10008,102,6,264.443,324.642
1000000009,100000000,10003,109,1,265.443,325.642
1000000008,100000010,10004,105,4,266.443,326.642
1000000009,100000010,10000,104,7,267.443,327.642
1000000006,100000001,10002,100,8,268.443,328.642
1000000000,100000005,10008,104,5,269.443,329.642
1000000010,100000010,10001,103,2,270.443,330.642
1000000008,100000004,10003,100,6,271.443,331.642
1000000007,100000001,10000,101,9,272.443,332.642
1000000006,100000000,10004,101,4,273.443,333.642
1000000007,100000008,10010,104,10,274.443,334.642
1000000007,100000004,10005,106,1,275.443,335.642
1000000003,100000007,10001,101,4,276.443,336.642
1000000006,100000003,10004,101,3,277.443,337.642
1000000002,100000007,10001,109,6,278.443,338.642
1000000008,100000001,10001,104,6,279.443,339.642
1000000001,100000001,10003,102,3,280.443,340.642
1000000003,100000004,10007,110,7,281.443,341.642
1000000008,100000006,10001,104,4,282.443,342.642
1000000007,100000003,10009,105,9,283.443,343.642
1000000001,100000010,10004,101,10,284.443,344.642
1000000004,100000000,10004,106,2,285.443,345.642
1000000006,100000008,10005,101,5,286.443,346.642
1000000004,100000007,10003,106,3,287.443,347.642
1000000008,100000010,10002,103,7,288.443,348.642
1000000000,100000008,10006,107,5,289.443,349.642
1000000010,100000001,10002,106,6,290.443,350.642
1000000008,100000000,10000,110,4,291.443,351.642
1000000003,100000003,10005,110,1,292.443,352.642
1000000008,100000004,10006,101,6,293.443,353.642
1000000002,100000000,10000,107,6,294.443,354.642
1000000010,100000001,10006,105,7,295.443,355.642
1000000000,100000007,10002,106,9,296.443,356.642
1000000004,100000010,10003,110,9,297.443,357.642
1000000002,100000001,10004,106,2,298.443,358.642
1000000007,100000007,10009,110,2,299.443,359.642
1000000005,100000008,10004,103,9,300.443,360.642
1000000007,100000009,10006,102,3,301.443,361.642
1000000005,100000008,10008,101,3,302.443,362.642
1000000005,100000008,10010,108,8,303.443,363.642
1000000001,100000007,10002,103,5,304.443,364.642
1000000010,100000010,10008,102,6,305.443,365.642
1000000000,100000008,10007,110,10,306.443,366.642
1000000001,100000007,10005,101,5,307.443,367.642
1000000002,100000008,10006,109,1,308.443,368.642
1000000005,100000002,10010,109,5,309.443,369.642
1000000005,100000000,10009,100,8,310.443,370.642
1000000007,100000006,10010,110,2,311.443,371.642
1000000003,100000003,10001,100,4,312.443,372.642
1000000004,100000007,10001,100,10,313.443,373.642
1000000000,100000007,10003,105,6,314.443,374.642
1000000004,100000002,10009,107,4,315.443,375.642
1000000005,100000009,10010,109,2,316.443,376.642
1000000007,100000009,10003,109,3,317.443,377.642
1000000009,100000003,10000,110,9,318.443,378.642
1000000006,100000003,10006,105,7,319.443,379.642
1000000002,100000006,10007,105,3,320.443,380.642
1000000004,100000000,10001,105,10,321.443,381.642
1000000008,100000009,10007,107,7,322.443,382.642
1000000003,100000006,10001,104,3,323.443,383.642
1000000010,100000010,10000,108,2,324.443,384.642
1000000002,100000010,10006,106,3,325.443,385.642
1000000006,100000004,10006,100,9,326.443,386.642
1000000005,100000001,10009,104,2,327.443,387.642
1000000002,100000010,10008,108,8,328.443,388.642
1000000000,100000000,10010,100,4,329.443,389.642
1000000006,100000008,10000,107,7,330.443,390.642
